coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_fielding,handle_veterans,handle_rookies,handle_players,strategy_knowledge,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,opener,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,busy,type,data,days_left
1487,"Gerardo","Casadiego","",38,"1980-12-19",7279,210,180,183,4,7,4,302,0,0,42000,1,0,0,1,1,1,1,3,1,100,30,22,19,21,0,0,0,0,0,0,0,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,2,-8,-5,0,0,0,0,13,6,1,0,0,0,0,0,66,80,6,1,0,0,0,0,0
1488,"Donnie","Murphy","",36,"1983-3-10",43349,206,190,178,5,8,5,189,0,0,74000,1,0,0,0,0,0,0,2,105,1,99,14,11,13,0,0,0,0,0,0,0,0,2,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,-9,4,-4,0,0,0,0,12,4,3,1,0,0,0,0,76,4,82,0,0,0,0,0,0
1489,"Rafael","Ozuna","",44,"1974-7-11",71432,56,176,180,5,4,5,753,0,0,16000,1,0,0,1,1,1,1,2,97,1,122,98,99,99,0,0,0,0,0,0,5,3,3,3,0,55,0,0,0,0,3,2,3,3,3,-2,-2,0,3,0,-1,1,0,0,2,2,0,0,3,0,0,2,0,0,0,0,1,-1,0,3,-2,-5,3,0,0,14,3,2,1,2,3,-1,-3,70,26,98,1,0,0,0,0,0
1490,"Moises","Hernandez","",35,"1984-3-18",83920,210,168,185,4,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,101,4,11,11,14,0,0,0,0,0,0,0,0,3,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-10,10,-10,10,0,0,0,0,12,5,2,1,0,0,0,0,60,79,4,0,0,0,0,0,0
1491,"David","Brito","",36,"1982-7-16",71432,56,185,186,4,5,4,603,0,0,36000,1,0,0,1,1,1,1,2,1,99,44,14,9,12,0,0,0,0,0,0,0,2,3,2,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-2,-3,4,2,0,0,0,0,12,3,3,2,0,0,0,0,71,77,4,1,0,0,0,0,0
1492,"Ozzie","Chavez","",35,"1983-7-13",71432,56,175,186,1,7,2,584,0,0,54000,1,0,0,0,0,0,0,2,101,1,90,11,11,11,0,0,0,0,0,0,5,2,0,3,0,51,0,0,0,0,1,3,3,2,3,-1,-2,-1,3,1,1,1,1,-1,3,2,-1,2,3,2,3,3,3,0,0,0,-3,1,-3,1,-4,1,2,1,-1,14,4,1,1,-4,4,1,2,64,4,79,0,0,0,0,0,0
1493,"Sonder","Encarnacion","",41,"1977-4-28",69886,56,185,182,1,10,2,0,0,0,0,0,0,0,1,1,1,1,4,64,1,82,103,100,95,0,0,0,0,0,0,1,0,3,3,0,49,0,0,0,0,5,1,3,-5,4,2,2,0,2,0,-1,1,0,-1,0,-2,0,0,2,0,0,3,0,0,0,0,-7,2,-10,9,10,0,0,0,0,15,3,2,0,0,0,0,0,89,25,72,1,0,0,0,0,0
1494,"Matt","Stairs","",51,"1968-2-27",69075,36,200,179,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,145,1,22,112,92,102,0,0,0,0,0,0,1,2,2,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,0,3,0,0,0,0,12,5,2,1,0,0,0,0,84,26,134,0,0,0,0,0,0
1495,"Paul","Phillips","",42,"1977-4-15",20104,206,200,181,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2,101,1,112,14,11,11,0,0,0,0,0,0,0,0,1,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-4,-10,2,4,0,0,0,0,12,5,3,0,0,0,0,0,58,4,79,0,0,0,0,0,0
1496,"Vinny","Lopez","",33,"1985-11-5",6729,56,180,180,1,7,2,361,0,0,104000,2,0,0,4,4,9,1,0,100,11,54,70,86,78,0,0,0,0,0,0,1,1,2,3,0,59,0,0,0,0,1,-1,0,1,0,-1,-1,2,0,1,0,-1,-1,1,1,-1,0,0,-1,0,1,0,1,-3,0,0,3,-2,0,8,-5,-5,0,0,-1,13,4,2,1,-1,-8,-4,-6,70,28,95,4,0,0,0,0,0
1497,"Liu","Rodriguez","",42,"1976-11-5",17321,210,195,175,1,7,2,309,0,0,62000,1,0,0,0,0,0,0,2,101,1,93,73,81,77,0,0,0,0,0,0,3,4,0,3,0,50,0,0,0,0,3,-1,1,1,2,2,1,1,1,2,3,3,2,3,1,0,0,1,0,1,1,-2,1,-3,0,0,0,-1,0,10,-4,-3,2,1,-1,12,4,4,0,6,4,-7,-7,73,20,95,0,0,0,0,0,0
1498,"Carlos I.","Gonzalez","",30,"1988-8-31",23033,56,145,190,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,90,11,4,1,11,0,0,0,0,0,0,0,0,3,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-2,-8,-5,1,0,0,0,0,12,3,3,2,0,0,0,0,62,70,4,0,0,0,0,0,0
1499,"Manuel","Olivera","",41,"1977-12-8",7130,178,210,179,4,6,4,809,0,0,54000,1,0,0,0,0,0,0,2,1,102,80,44,33,39,0,0,0,0,0,0,0,0,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-2,-2,5,0,0,0,0,12,4,3,1,0,0,0,0,76,86,11,0,0,0,0,0,0
1500,"Brian","Sweeney","",44,"1974-6-13",88065,206,200,188,4,3,4,0,0,0,0,0,0,0,0,0,0,0,1,4,110,19,71,74,72,0,0,0,0,0,0,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-10,10,10,-5,0,0,0,0,14,3,3,0,0,0,0,0,72,101,21,0,0,0,0,0,0
1501,"Brad","Pearson","",40,"1978-6-2",10948,206,185,185,8,12,12,34,0,0,290000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,111,115,109,119,0,2,3,3,2,54,85,76,114,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,3,4,0,0,0,0,15,2,2,1,0,0,0,0,67,0,0,0,106,0,0,0,0
1502,"Matt","Klentak","",39,"1980-1-1",49305,206,185,187,3,13,1,51,0,5,764000,4,0,0,125,121,121,123,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,0,-2,4,2,1,-1,7,17,10,10,5,-5,7,-3,57,0,0,123,0,0,0,0,0
1503,"J.P.","Martinez","",36,"1982-6-8",49854,206,205,188,4,4,4,0,0,0,0,0,0,0,1,1,1,1,3,1,100,2,10,6,1,0,0,0,0,0,0,0,0,3,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-6,10,-9,-6,0,0,0,0,11,3,3,3,0,0,0,0,47,75,1,1,0,0,0,0,0
1504,"Carlos","Adolfo","",43,"1976-4-20",71432,56,160,180,5,4,5,584,0,0,36000,2,0,0,0,0,0,0,2,100,1,34,4,4,4,0,0,0,0,0,0,0,2,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,-4,0,0,0,0,13,5,2,0,0,0,0,0,64,2,76,0,0,0,0,0,0
1505,"Tyler","Henson","",31,"1987-12-15",57035,206,205,185,5,9,5,241,0,0,52000,2,0,0,0,0,0,0,3,100,1,1,11,11,11,0,0,0,0,0,0,0,1,2,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-3,-1,5,5,0,0,0,0,14,5,1,0,0,0,0,0,62,4,78,0,0,0,0,0,0
1506,"Alex","Concepcion","",34,"1984-9-27",71432,56,180,183,4,7,4,595,0,0,26000,1,0,0,1,1,1,1,1,1,91,82,75,62,69,0,0,0,0,0,0,0,0,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-7,-10,1,6,0,0,0,0,14,4,1,1,0,0,0,0,79,86,18,1,0,0,0,0,0
1507,"Barry","Bonds","",54,"1964-7-24",66644,206,205,185,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,133,1,85,1,1,1,0,0,0,0,0,0,0,2,0,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-5,-4,3,0,0,0,0,12,4,3,1,0,0,0,0,48,1,100,0,0,0,0,0,0
1508,"Matt","Siegel","",40,"1979-1-2",81480,206,185,188,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,100,1,97,100,101,104,0,0,0,0,0,0,2,0,2,3,0,68,0,0,0,0,3,3,4,-4,5,-1,3,0,5,0,-1,0,0,-4,-2,-3,0,0,3,0,0,4,0,0,0,0,-8,-6,-8,7,7,0,0,0,0,13,3,3,1,0,0,0,0,89,27,101,0,0,0,0,0,0
1509,"Tommy","Wilson","",48,"1970-12-19",24572,206,220,190,5,0,5,0,0,5,0,0,0,0,122,121,111,120,3,111,1,85,11,11,14,0,0,0,0,0,0,0,0,1,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,5,-4,-1,0,0,0,0,13,4,2,1,0,0,0,0,52,4,87,120,0,0,0,0,0
1510,"Tomas","Francisco","",31,"1988-4-4",71389,56,210,182,1,2,2,0,0,0,0,0,0,0,1,1,1,1,3,89,4,5,10,11,14,0,0,0,0,0,0,1,0,0,3,0,41,0,0,0,0,1,-1,0,-1,1,0,-1,3,1,1,0,-1,0,1,0,-1,1,-1,1,1,-1,1,0,-3,0,0,-5,8,9,2,-2,-2,4,1,0,13,4,2,1,6,-2,-1,-5,40,7,70,1,0,0,0,0,0
1511,"Michael","Wuertz","",40,"1978-12-15",4990,206,225,190,4,8,4,223,0,0,42000,1,0,0,0,0,0,0,3,105,1,1,6,7,7,0,0,0,0,0,0,0,1,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,9,6,-5,0,0,0,0,14,3,2,1,0,0,0,0,51,3,81,0,0,0,0,0,0
1512,"Seth","Etherton","",42,"1976-10-17",43098,206,195,186,4,7,4,248,0,0,44000,2,0,0,0,0,0,0,2,0,105,1,11,11,11,0,0,0,0,0,0,0,2,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,6,2,-2,0,0,0,0,13,3,3,1,0,0,0,0,62,82,3,0,0,0,0,0,0
1513,"Ben","Fritz","",38,"1981-3-29",70210,206,240,192,1,4,2,0,0,0,0,0,0,0,1,1,1,1,0,1,95,5,7,7,11,0,0,0,0,0,0,3,2,3,0,0,44,0,0,0,0,3,1,1,1,1,2,0,0,1,0,3,3,0,3,2,2,0,0,1,0,0,-1,0,0,0,0,-3,1,-3,-7,5,-8,3,0,0,12,5,3,0,3,-3,6,2,51,74,4,1,0,0,0,0,0
1514,"Matt","Ford","",38,"1981-4-8",59481,206,170,185,4,5,4,0,0,0,0,0,0,0,0,0,0,0,2,6,100,1,11,11,11,0,0,0,0,0,0,0,1,3,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-2,-7,-2,0,0,0,0,12,3,3,2,0,0,0,0,64,78,7,0,0,0,0,0,0
1515,"Gil","Velazquez","",39,"1979-10-17",41955,206,185,187,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,97,5,101,97,100,103,0,0,0,0,0,0,2,0,3,3,0,73,0,0,0,0,3,3,4,-1,5,2,-1,0,3,0,-1,4,0,-1,-1,-1,0,0,2,0,0,4,0,0,0,0,-2,-4,-2,-6,-4,0,0,0,0,13,4,2,1,0,0,0,0,71,30,99,0,0,0,0,0,0
1516,"Peter","Woodworth","",30,"1988-7-29",69137,206,190,187,4,11,4,209,0,0,48000,1,0,0,0,0,0,0,2,20,99,1,8,25,17,0,0,0,0,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,-9,-1,-5,0,0,0,0,12,3,3,2,0,0,0,0,61,79,19,0,0,0,0,0,0
1517,"Felipe","Lira","",47,"1972-4-26",71287,210,177,183,4,8,4,651,0,0,36000,1,0,0,0,0,0,0,4,17,108,9,25,5,15,0,0,0,0,0,0,0,0,3,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,-3,7,1,0,0,0,0,14,4,1,1,0,0,0,0,61,85,17,0,0,0,0,0,0
1518,"Doug","Mathis","",35,"1983-6-7",48637,206,230,190,4,10,4,176,0,0,70000,1,0,0,0,0,0,0,2,0,111,2,11,11,11,0,0,0,0,0,0,0,2,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-5,2,10,-1,-1,0,0,0,13,4,3,0,-2,-3,6,-3,69,86,3,0,0,0,0,0,0
1519,"German","Geigel","",63,"1955-5-30",69451,151,160,181,5,22,5,0,0,0,0,0,0,0,0,0,0,0,2,111,4,61,5,6,5,0,0,0,0,0,0,0,2,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,2,6,-5,1,5,1,-1,13,5,1,1,-9,-2,-1,9,82,4,85,0,0,0,0,0,0
1520,"Joe","Thurston","",39,"1979-9-29",26243,206,225,180,5,8,5,296,0,0,44000,1,0,0,0,0,0,0,2,105,1,108,26,22,24,0,0,0,0,0,0,0,0,0,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-4,-5,-1,0,0,0,0,11,4,3,2,0,0,0,0,79,7,85,0,0,0,0,0,0
1521,"Sean","Ratliff","",32,"1987-2-24",57035,206,225,190,1,6,2,0,0,0,0,0,0,0,1,6,1,5,4,102,8,6,11,16,13,0,0,0,0,0,0,5,2,1,3,0,7,0,0,0,0,3,3,2,2,3,-2,-3,-1,3,1,-1,0,0,-1,1,3,-1,3,3,2,3,3,3,-1,0,0,-5,-2,4,2,3,0,0,-1,0,12,3,3,2,-1,-5,2,-6,48,9,80,3,0,0,0,0,0
1522,"Tighe","Dickinson","",43,"1976-2-23",51502,206,185,184,4,16,4,0,0,0,0,0,0,0,0,0,0,0,2,0,110,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,1,0,0,0,0,65,83,0,0,0,0,0,0,0
1523,"Brian","Reith","",41,"1978-2-28",25148,206,220,195,4,8,4,273,0,0,38000,2,0,0,0,0,0,0,0,21,111,14,28,39,34,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-4,4,4,0,0,0,0,13,5,1,1,0,0,0,0,67,92,24,0,0,0,0,0,0
1524,"Bobby","Evans","",49,"1969-6-10",18860,206,185,182,3,25,1,0,0,6,0,0,0,0,148,144,122,140,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,3,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,-5,-3,-5,-6,5,-1,2,11,12,12,12,-2,-5,7,9,74,1,1,142,0,0,0,0,0
1525,"Aaron","Bates","",35,"1984-3-10",55211,206,230,193,5,6,5,0,0,0,0,0,0,0,0,0,0,0,4,111,14,100,32,14,23,0,0,0,0,0,0,0,0,1,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,-4,0,-3,0,0,0,0,13,3,2,2,0,0,0,0,76,16,89,0,0,0,0,0,0
1526,"Derek","Johnson","",47,"1971-9-27",56026,206,215,188,4,14,4,37,0,0,152000,3,0,0,0,0,0,0,2,0,132,14,2,2,2,0,0,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0,5,0,0,0,0,13,3,3,1,0,0,0,0,63,100,1,0,0,0,0,0,0
1527,"Anthony","Contreras","",35,"1983-9-26",41977,206,185,181,1,5,2,249,0,0,318000,1,0,0,0,0,0,0,0,75,1,100,101,101,101,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,1,3,-2,-4,5,-3,-3,0,2,0,-4,1,0,-5,-3,-2,0,0,1,0,0,2,0,0,0,0,9,3,2,-1,-2,0,0,0,0,14,4,1,1,0,0,0,0,87,26,82,0,0,0,0,0,0
1528,"Roberto","Giron","",43,"1976-3-24",71432,56,203,188,4,9,4,604,0,0,34000,2,0,0,1,1,1,1,0,14,98,7,1,19,10,0,0,0,0,0,0,0,0,3,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,-8,10,3,0,0,0,0,13,3,2,2,0,0,0,0,59,76,13,1,0,0,0,0,0
1529,"Larry","Day","",34,"1985-3-22",2673,206,210,181,1,10,2,327,0,0,142000,2,0,0,0,0,0,0,4,100,11,103,11,22,17,0,0,0,0,0,0,5,3,2,3,0,0,0,0,0,0,3,1,2,3,3,-3,-2,0,3,0,0,1,0,0,3,3,0,0,2,0,0,2,0,0,0,0,3,-1,1,5,0,-1,4,2,0,14,4,2,0,7,-5,-3,-4,71,13,79,0,0,0,0,0,0
1530,"Mark","Kotsay","",43,"1975-12-2",86593,206,220,184,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,130,2,95,119,128,121,0,0,0,0,0,0,2,0,1,3,0,99,0,0,0,0,3,4,2,-5,4,-2,-2,0,5,0,-2,-1,0,-5,-2,-3,0,0,1,0,0,3,0,0,0,0,-4,1,7,4,-1,0,0,0,0,12,4,4,0,0,0,0,0,80,32,128,0,0,0,0,0,0
1531,"Kyle","Haines","",36,"1982-7-28",57243,206,170,186,1,6,2,0,0,0,0,0,0,0,0,0,0,0,3,30,25,29,101,103,101,0,0,0,0,0,0,1,1,3,3,0,28,0,0,0,0,-1,0,0,1,0,-1,0,0,1,0,1,-1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,9,-7,-2,-5,4,-1,0,0,0,11,3,3,3,-5,0,2,-2,78,44,48,0,0,0,0,0,0
1532,"Zac","Livingston","",29,"1989-9-30",62221,206,210,186,1,4,2,314,0,0,126000,1,0,0,0,0,0,0,2,14,75,2,101,101,101,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,4,3,3,-5,5,-3,4,0,5,0,-1,1,0,-3,-3,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1,1,0,0,0,0,66,82,36,0,0,0,0,0,0
1533,"Humberto","Miranda","",31,"1988-3-24",71389,56,170,181,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,71,1,88,92,92,90,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,1,3,1,2,2,-1,0,1,0,3,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,7,-1,8,1,1,2,0,0,13,5,1,1,-2,-9,-8,-4,53,23,76,0,0,0,0,0,0
1534,"Matthew","Silverman","",42,"1976-5-20",21777,206,165,180,3,10,1,0,0,6,0,0,0,0,135,179,128,145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,3,2,-4,0,-3,2,1,-2,14,6,18,12,-8,3,10,-4,50,0,0,147,0,0,0,0,0
1535,"Butch","Henry","",50,"1968-10-7",23176,206,195,186,4,11,4,0,0,0,0,0,0,0,0,0,0,0,1,1,119,44,19,8,44,0,0,0,0,0,0,0,2,3,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,4,5,0,0,0,0,13,3,2,2,0,0,0,0,86,100,12,0,0,0,0,0,0
1536,"Vicente","Galindo","",61,"1957-7-13",56770,124,190,186,7,18,6,0,0,0,0,0,0,0,29,85,75,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,-5,0,5,0,0,0,0,12,4,2,2,0,0,0,0,30,0,0,41,0,0,0,0,0
1537,"Charlie","Romero","",52,"1966-11-4",61363,56,170,186,1,8,2,0,0,0,0,0,0,0,0,0,0,0,1,17,19,19,106,100,103,0,0,0,0,0,0,2,2,3,3,0,18,0,0,0,0,3,3,0,-4,3,-2,2,0,3,0,-2,2,0,-1,-2,-1,0,0,2,0,0,3,0,0,0,0,-5,5,4,-1,-3,0,0,0,0,11,6,2,1,0,0,0,0,63,40,39,0,0,0,0,0,0
1538,"Rod","Nichols","",54,"1964-12-29",12717,206,190,188,4,16,4,171,0,0,70000,1,0,0,0,0,0,0,2,2,120,11,19,11,15,0,0,0,0,0,0,0,0,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,1,-5,0,0,0,0,0,13,4,2,1,0,0,0,0,70,94,5,0,0,0,0,0,0
1539,"Ashley","Wenger","",31,"1987-10-28",11292,206,141,171,8,1,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,105,110,95,100,100,0,0,3,3,1,56,142,148,95,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-5,-3,3,0,0,0,0,12,4,3,1,0,0,0,0,47,0,0,0,111,0,0,0,0
1540,"Jeff","Bridich","",41,"1977-9-10",50428,206,175,182,3,12,1,39,0,6,734000,5,0,0,133,128,119,131,4,1,1,1,7,11,5,0,0,0,0,0,0,0,1,3,3,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,-2,3,-4,4,-1,1,2,20,9,8,2,1,4,8,56,2,2,130,0,0,0,0,0
1541,"Andy","Gonzalez","",37,"1981-12-15",43924,151,215,191,5,1,5,0,0,0,0,0,0,0,0,0,0,0,2,103,12,88,100,100,101,0,0,0,0,0,0,2,0,0,3,0,15,0,0,0,0,2,3,2,-2,5,1,-2,0,5,0,-2,-2,0,-1,0,-2,0,0,3,0,0,3,0,0,0,0,2,-1,-1,-3,-4,0,0,0,0,14,2,2,2,0,0,0,0,53,34,103,0,0,0,0,0,0
1542,"Armando","Valdez","",54,"1964-8-5",31520,124,180,183,4,3,4,0,0,0,0,0,0,0,0,0,10,0,1,11,99,78,55,70,71,0,0,0,0,0,0,0,0,3,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,2,3,-3,0,0,0,0,12,6,2,0,0,0,0,0,83,92,26,1,0,0,0,0,0
1543,"Kevin","Cash","",41,"1977-12-6",78373,206,200,184,1,8,2,57,0,0,868000,5,0,0,0,0,0,0,2,95,5,111,130,128,129,0,0,0,0,0,0,1,3,3,3,0,18,0,0,0,0,1,-1,-1,0,1,0,-2,0,1,0,0,-1,0,1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,-5,-3,10,0,0,0,0,0,13,3,2,2,0,0,0,0,98,36,104,0,0,0,0,0,0
1544,"José","Maldonado","",48,"1970-11-18",83344,124,210,183,5,4,5,0,0,0,0,0,0,0,11,13,17,8,2,106,22,53,71,91,81,0,0,0,0,0,0,0,0,3,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-10,5,1,-2,0,0,0,0,12,3,3,2,0,0,0,0,73,37,100,11,0,0,0,0,0
1545,"Joe","Mather","",36,"1982-7-23",70776,206,215,192,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,74,1,111,106,101,100,0,0,0,0,0,0,2,2,3,0,0,51,0,0,0,0,3,3,2,1,5,1,-3,0,3,0,-3,-2,0,-4,-2,-3,0,0,0,0,0,5,0,0,0,0,-2,8,1,6,4,0,0,0,0,15,3,2,0,0,0,0,0,85,26,81,0,0,0,0,0,0
1546,"Sixto","Ortega","",38,"1980-12-2",71432,56,185,186,5,3,5,0,0,0,0,0,0,0,0,0,0,0,3,100,11,54,48,80,64,0,0,0,0,0,0,1,1,0,3,0,67,0,0,0,0,-1,0,0,0,-2,2,0,0,1,0,-1,1,0,0,1,-1,0,0,1,0,0,-1,0,0,0,0,0,4,1,-1,2,0,0,0,0,13,6,1,0,0,0,0,0,59,24,91,0,0,0,0,0,0
1547,"Alfredo","Manuel","",60,"1959-1-2",78825,124,200,186,7,18,6,0,0,4,0,0,0,0,41,91,10,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,5,-2,-4,7,0,0,0,0,11,7,2,0,0,0,0,0,40,0,0,55,0,0,0,0,0
