park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
294,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9935,0.9350,1.0250,1.0140,1.0700,0.9135,0.9450,0.8550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,325,367,380,400,380,380,325,6,6,8,13,13,17,17,"Tienmu Baseball Stadium","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
295,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0605,0.9500,1.1200,0.9980,0.9700,1.0265,1.1000,0.8900,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,322,348,388,423,392,365,328,7,7,7,14,14,18,18,"Hsinchuang Baseball Stadium","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
296,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8345,0.8150,0.8450,0.8300,0.6900,0.9690,0.9550,0.9950,67,69,73,78,82,83,85,84,83,80,75,69,1,1,2,3,8,16,15,16,10,2,1,1,7,3,308,334,361,420,365,330,304,9,9,9,9,9,9,9,"Xinzhuang Baseball Stadium","default_grass.jpg","default_grass.jpg",0,20000,0,0,0,0,"","",1
297,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0027,1.1100,0.9450,1.0980,1.2100,1.0083,0.9750,1.0700,67,69,73,78,82,83,85,84,83,80,75,69,1,1,2,3,8,16,15,16,10,2,1,1,7,8,345,377,413,430,386,348,325,17,17,13,9,9,9,9,"Tainan City Baseball Field","default_grass.jpg","default_grass.jpg",0,15000,0,0,1,0,"","",1
298,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0070,1.0200,1.0000,0.9780,0.9900,0.9865,0.9900,0.9800,60,61,66,71,78,80,82,82,80,75,69,64,1,3,4,5,9,13,10,12,4,1,1,1,6,1,330,363,400,426,391,361,330,6,6,6,6,6,6,6,"Taoyuan International Baseball field","default_grass.jpg","default_grass.jpg",0,20000,0,0,0,0,"","",1
299,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0095,0.9900,1.0200,0.9580,0.9700,0.9805,0.9700,1.0000,60,61,66,71,78,80,82,82,80,75,69,64,1,3,4,5,9,13,10,12,4,1,1,1,6,7,330,360,401,427,400,352,328,9,9,9,13,9,9,9,"Elephants Ballpark","default_grass.jpg","default_grass.jpg",0,3000,0,0,0,0,"","",1
300,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0855,1.1050,1.0750,1.1940,1.3600,1.0120,1.0050,1.0250,67,69,73,78,82,83,85,84,83,80,75,69,1,1,2,3,8,16,15,16,10,2,1,1,7,6,337,371,409,427,409,368,335,9,9,9,13,9,9,9,"Kaohsiung Ballpark","default_grass.jpg","default_grass.jpg",0,3600,0,0,1,0,"","",1
301,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0180,1.0050,1.0250,1.1840,1.3000,0.9745,0.9850,0.9550,67,69,73,78,82,83,85,84,83,80,75,69,1,1,2,3,8,16,15,16,10,2,1,1,7,3,339,369,413,432,410,365,337,7,7,7,7,7,7,7,"Lions Ballpark","default_grass.jpg","default_grass.jpg",0,35000,0,0,1,0,"","",1
302,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9945,0.9100,1.0400,0.9880,1.0100,0.9980,1.0400,0.9200,60,61,66,71,78,80,82,82,80,75,69,64,1,3,4,5,9,13,10,12,4,1,1,1,6,5,328,351,397,424,401,368,321,7,7,7,7,7,15,15,"Taoyuan Ballpark","default_grass.jpg","default_grass.jpg",0,4000,0,0,0,0,"","",1
303,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0290,0.9250,1.0850,0.8920,0.8900,1.0685,1.1350,0.9450,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,330,339,370,400,380,339,330,9,9,9,9,13,17,17,"Douliou Baseball Stadium","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
304,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0340,0.9300,1.0900,0.9780,0.9700,1.0075,1.0600,0.9100,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,330,351,386,427,409,330,330,15,15,7,12,7,15,15,"Hsinchua Baseball Stadium","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
305,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9935,0.9350,1.0250,1.0140,1.0700,0.9135,0.9450,0.8550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,325,367,380,400,380,380,325,6,6,8,13,13,17,17,"Tienmu Baseball Stadium","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
306,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0025,0.9050,1.0550,0.8920,0.9400,1.0160,1.0650,0.9250,67,69,73,78,82,83,85,84,83,80,75,69,1,1,2,3,8,16,15,16,10,2,1,1,7,6,328,341,373,400,392,358,328,10,10,10,10,10,18,18,"Kaohsiung County Baseball Field","default_grass.jpg","default_grass.jpg",0,20000,0,0,0,0,"","",1
307,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0340,0.9300,1.0900,0.9780,0.9700,1.0075,1.0600,0.9100,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,330,351,386,427,409,330,330,15,15,7,12,7,15,15,"Hsinchua Baseball Stadium","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
308,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9935,0.9350,1.0250,1.0140,1.0700,0.9135,0.9450,0.8550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,325,367,380,400,380,380,325,6,6,8,13,13,17,17,"Tienmu Baseball Stadium","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
309,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0910,1.1950,1.0350,1.0740,1.1400,1.0280,0.9650,1.1450,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,325,375,385,400,390,349,325,18,18,14,10,10,10,10,"Sinjhuang Baseball Stadium","default_grass.jpg","default_grass.jpg",0,12500,0,0,0,0,"","",1
310,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9550,0.9550,0.9550,1.0440,1.1200,0.9120,0.9050,0.9250,67,69,73,78,82,83,85,84,83,80,75,69,1,1,2,3,8,16,15,16,10,2,1,1,7,3,320,373,389,400,385,365,320,10,10,10,10,10,10,10,"Pingtung Baseball Field","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
311,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0290,0.9250,1.0850,0.8920,0.8900,1.0685,1.1350,0.9450,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,330,339,370,400,380,339,330,9,9,9,9,13,17,17,"Douliou Baseball Stadium","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
312,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9870,1.0000,0.9800,0.9580,1.0400,1.0130,1.0200,1.0000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,350,359,402,400,398,353,350,7,7,7,7,7,7,7,"Chiayi City Baseball Stadium","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
313,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9150,0.9150,0.9150,0.9400,0.9400,1.0650,1.0650,1.0650,60,61,66,71,78,80,82,82,80,75,69,64,1,3,4,5,9,13,10,12,4,1,1,1,6,1,325,336,356,400,355,327,325,7,7,7,7,7,7,7,"Taichung Baseball Field","default_grass.jpg","default_grass.jpg",0,10500,0,0,0,0,"","",1
314,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0910,1.1950,1.0350,1.0740,1.1400,1.0280,0.9650,1.1450,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,325,375,385,400,390,349,325,18,18,14,10,10,10,10,"Sinjhuang Baseball Stadium","default_grass.jpg","default_grass.jpg",0,12500,0,0,0,0,"","",1
315,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0600,1.0600,1.0600,0.9980,1.0200,1.0560,1.0700,1.0300,59,60,63,70,77,81,83,83,80,75,69,63,4,5,6,7,6,6,4,5,4,2,3,3,14,1,329,361,393,428,386,356,322,9,9,9,9,9,9,9,"Ballpark of Hsinchu","default_grass.jpg","default_grass.jpg",0,3300,0,0,0,0,"","",1
316,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0980,1.0850,1.1050,1.1940,1.3100,0.9990,0.9850,1.0250,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,339,364,415,431,408,362,335,9,9,9,14,9,9,9,"Panchiao Grounds","default_grass.jpg","default_grass.jpg",0,2600,0,0,1,0,"","",1
317,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9220,0.9350,0.9150,0.9220,0.8600,0.9880,0.9950,0.9750,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,321,354,389,423,386,351,322,9,9,9,9,9,9,9,"Scrappers Ballpark","default_grass.jpg","default_grass.jpg",0,3600,0,0,0,0,"","",1
318,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0415,1.1650,0.9750,1.0320,1.1200,1.0615,0.9950,1.1850,58,62,68,74,79,82,84,83,79,72,65,59,1,1,1,1,2,3,2,3,6,3,1,1,11,4,328,364,388,419,363,337,314,18,18,10,10,9,7,7,"Estadio De Beisbol Francisco I. Madero","default_grass.jpg","default_grass.jpg",0,16000,0,0,1,0,"","",1
319,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9850,0.9850,1.0440,1.0800,0.8980,0.9050,0.8850,58,62,68,74,79,82,84,83,79,72,65,59,1,1,1,1,2,3,2,3,6,3,1,1,11,1,335,370,418,434,420,365,331,10,10,10,14,10,10,10,"Estadio De Beisbol Monterrey","default_grass.jpg","default_grass.jpg",0,27000,0,0,0,0,"","",1
320,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9770,0.9250,1.0050,1.0340,1.0500,0.9395,0.9850,0.8550,74,75,78,80,82,84,84,84,83,81,78,76,2,2,1,1,2,3,2,2,3,4,2,3,9,4,334,365,411,434,419,382,328,12,12,12,12,16,20,20,"Estadio Resurgimiento","default_grass.jpg","default_grass.jpg",0,8200,0,0,0,0,"","",1
321,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.1345,0.9850,1.2150,1.0440,1.1300,1.0880,1.1650,0.9450,74,75,78,80,82,84,84,84,83,81,78,76,2,2,1,1,2,3,2,2,3,4,2,3,9,6,328,355,402,422,408,369,328,9,9,9,9,9,17,17,"Estadio De Beisbol Beto Avilla","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
322,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9690,0.9950,0.9550,1.1040,1.1100,0.9190,0.9050,0.9450,57,59,63,66,67,67,65,65,64,63,60,58,0,0,1,1,2,4,5,5,4,2,1,0,10,6,338,371,419,433,417,367,330,9,9,9,9,9,9,9,"Estadio De Beisbol Hermanos Serdan","default_grass.jpg","default_grass.jpg",0,12112,0,0,0,0,"","",1
323,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0115,1.0050,1.0150,1.0640,1.1300,0.9780,0.9850,0.9650,62,65,69,72,73,71,70,70,69,67,65,62,0,0,1,2,3,7,4,4,5,2,1,0,8,1,336,369,414,432,411,364,328,7,7,7,7,7,7,7,"Eduardo Vasconcelos Stadium","default_grass.jpg","default_grass.jpg",0,7200,0,0,1,0,"","",1
324,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8780,0.8650,0.8850,0.8000,0.7100,1.0285,1.0250,1.0350,56,58,62,65,65,64,63,63,62,60,58,56,0,0,0,1,3,7,6,6,6,3,1,0,5,6,314,339,358,417,354,334,306,7,7,7,7,7,7,7,"Estadio Nuevo Laredo","default_grass.jpg","default_grass.jpg",0,12000,0,0,0,0,"","",1
325,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0165,1.0100,1.0200,0.9980,1.0200,0.9870,0.9800,1.0000,57,59,63,66,67,67,65,65,64,63,60,58,0,0,1,1,2,4,5,5,4,2,1,0,10,1,326,359,396,431,396,358,322,7,7,7,7,7,7,7,"Foro Sol","default_grass.jpg","default_grass.jpg",0,26000,0,0,1,0,"","",1
326,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9930,0.9800,1.0000,0.9580,0.9900,1.0135,1.0100,1.0200,74,75,78,80,82,84,84,84,83,81,78,76,2,2,1,1,2,3,2,2,3,4,2,3,9,8,334,359,405,431,392,356,328,9,9,9,9,9,9,9,"Vindicators Ballpark","default_grass.jpg","default_grass.jpg",0,7300,0,0,0,0,"","",1
327,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9800,0.9800,1.0180,1.0400,1.0095,1.0200,0.9900,58,62,68,74,79,82,84,83,79,72,65,59,1,1,1,1,2,3,2,3,6,3,1,1,11,2,330,360,404,424,393,359,329,9,9,9,9,9,9,9,"Estadio De Beisbol Monclova","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
328,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0350,1.0350,1.0350,0.9720,0.9100,1.0550,1.0550,1.0550,74,75,78,80,82,84,84,84,83,81,78,76,2,2,1,1,2,3,2,2,3,4,2,3,9,4,319,350,384,421,373,345,323,7,7,7,7,7,7,7,"Estadio De Centenario 27 de Febrero","default_grass.jpg","default_grass.jpg",0,10500,0,0,0,0,"","",1
329,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9380,0.9250,0.9450,0.7900,0.6900,1.0490,1.0350,1.0750,58,62,68,74,79,82,84,83,79,72,65,59,1,1,1,1,2,3,2,3,6,3,1,1,11,4,309,329,354,411,348,324,301,9,9,9,13,9,9,9,"Ballpark of San Luis Potosí","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
330,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9550,0.9550,0.9550,1.1040,1.1000,0.9250,0.9250,0.9250,56,58,59,61,64,68,72,73,72,67,62,57,2,1,2,1,0,0,0,0,0,1,1,2,8,7,315,340,370,400,370,345,315,7,7,7,7,7,7,7,"Estadio Gasmart","default_grass.jpg","default_grass.jpg",0,18500,0,0,0,0,"","",1
331,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0695,1.0500,1.0800,0.9580,1.0200,1.0240,1.0100,1.0500,58,62,68,74,79,82,84,83,79,72,65,59,1,1,1,1,2,3,2,3,6,3,1,1,11,3,329,361,393,420,390,353,324,9,9,9,15,9,9,9,"Komodos Stadium","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
332,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0177,1.1250,0.9600,1.0840,1.1300,0.9802,0.9400,1.0550,74,75,78,80,82,84,84,84,83,81,78,76,2,2,1,1,2,3,2,2,3,4,2,3,9,1,346,380,425,433,398,358,328,20,20,12,12,12,9,9,"Estadio De Beisbol Kukulkan","default_grass.jpg","default_grass.jpg",0,13600,0,0,0,0,"","",1
333,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0235,0.9000,1.0900,0.9680,1.0300,0.9935,1.0600,0.8700,60,62,67,71,74,73,70,70,69,67,64,60,1,0,0,1,1,4,6,6,4,2,0,0,9,1,316,357,392,427,401,370,323,9,9,9,13,9,17,17,"Ballpark of Mérida","default_grass.jpg","default_grass.jpg",0,7300,0,0,0,0,"","",1
334,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9855,1.0050,0.9750,0.9420,0.8600,1.0145,1.0250,0.9950,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,330,350,386,403,388,352,310,10,10,10,10,10,10,10,"First Tennessee Park","default_grass.jpg","default_grass.jpg",0,8500,0,0,0,0,"","",1
335,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9165,0.9750,0.8850,0.9120,0.8500,0.9365,0.9050,0.9950,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,330,365,394,425,383,335,314,18,18,10,14,10,7,7,"Caravans Ballpark","default_grass.jpg","default_grass.jpg",0,7300,0,0,0,0,"","",1
336,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0135,1.0200,1.0100,0.9980,0.9600,1.0000,1.0000,1.0000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,328,365,399,431,391,352,321,10,10,10,10,10,10,10,"Blockade Ballpark","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
337,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9407,1.0350,0.8900,0.8000,0.6700,1.0742,1.0200,1.1750,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,314,337,366,412,347,318,301,17,17,13,9,9,9,9,"Steamwheelers Ballpark","default_grass.jpg","default_grass.jpg",0,7300,0,0,0,0,"","",1
338,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8680,0.8550,0.8750,0.8200,0.6800,1.0150,1.0150,1.0150,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,310,338,365,419,351,330,302,9,9,9,9,9,9,9,"San Nicolas de los Garza Grounds","default_grass.jpg","default_grass.jpg",0,8000,0,0,0,0,"","",1
339,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0507,1.2100,0.9650,0.9060,0.7700,1.1567,1.0850,1.2900,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,329,347,371,409,345,318,314,17,17,13,9,7,6,6,"Mutuals Ballpark","default_grass.jpg","default_grass.jpg",0,8000,0,0,0,0,"","",1
340,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0130,1.0000,1.0200,0.9880,0.9600,0.9930,1.0000,0.9800,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,335,361,396,426,394,358,322,7,7,7,7,7,7,7,"Polar Bears Ballpark","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
341,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9815,0.9750,0.9850,0.7700,0.7200,1.1415,1.1450,1.1350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,309,330,354,410,349,324,309,9,9,9,9,9,9,9,"Widowmakers Ballpark","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
342,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9920,0.8750,1.0550,0.9220,0.9100,1.0395,1.0850,0.9550,42,46,50,54,60,68,77,77,70,58,49,43,1,0,0,0,0,0,0,1,0,0,0,1,7,8,317,343,376,422,390,357,316,7,7,7,7,7,15,15,"Ballpark of Mexicali","default_grass.jpg","default_grass.jpg",0,6600,0,0,0,0,"","",1
343,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9750,0.9750,0.9750,0.8200,0.6800,1.1115,1.1150,1.1050,80,81,80,81,83,83,84,84,83,83,83,82,1,0,0,0,1,10,9,11,12,6,1,0,11,6,314,331,355,404,346,321,303,9,9,9,9,9,9,9,"Acapulco Grounds","default_grass.jpg","default_grass.jpg",0,8100,0,0,0,0,"","",1
344,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8755,0.8950,0.8650,0.8400,0.7400,1.0285,1.0250,1.0350,72,72,75,77,79,81,82,80,80,79,76,72,6,8,9,7,18,18,13,13,18,13,10,9,11,3,308,336,361,413,360,332,303,6,6,6,6,6,6,6,"Estadio Cristóbal Labra","default_grass.jpg","default_grass.jpg",0,5000,0,0,0,0,"","",1
345,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0035,1.0100,1.0000,0.9680,1.0000,1.0135,1.0100,1.0200,71,71,74,76,79,81,82,82,81,78,76,72,2,3,2,2,4,7,4,4,6,7,3,2,12,6,326,357,398,429,400,354,325,9,9,9,9,9,9,9,"Victoria de Girón Stadium","default_grass.jpg","default_grass.jpg",0,30000,0,0,0,0,"","",1
346,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9880,0.9750,0.9950,1.1040,1.0600,0.8985,0.8950,0.9050,71,71,74,76,79,81,82,82,81,78,76,72,2,3,2,2,4,7,4,4,6,7,3,2,12,2,336,371,419,431,419,372,333,10,10,10,16,10,10,10,"Estadio Nelson Fernández","default_grass.jpg","default_grass.jpg",0,8000,0,0,0,0,"","",1
347,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9715,0.9000,1.0100,1.0280,1.0200,0.9650,1.0000,0.9000,72,72,75,77,79,81,82,80,80,79,76,72,6,8,9,7,18,18,13,13,18,13,10,9,11,8,324,353,394,425,403,369,322,6,6,8,9,9,17,17,"Estadio Capitán San Luis","default_grass.jpg","default_grass.jpg",0,8000,0,0,0,0,"","",1
348,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0760,0.9200,1.1600,1.0380,0.9700,1.0530,1.1300,0.9100,72,72,74,76,78,80,81,81,80,79,75,73,2,3,6,7,14,19,17,20,17,16,6,3,13,5,326,348,384,427,397,364,321,7,7,7,13,11,15,15,"Cinco de Septiembre Stadium","default_grass.jpg","default_grass.jpg",0,30000,0,0,0,0,"","",1
349,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0590,1.1500,1.0100,0.9980,1.0000,1.0395,0.9800,1.1500,71,71,74,76,79,81,82,82,81,78,76,72,2,3,2,2,4,7,4,4,6,7,3,2,12,3,333,372,407,427,382,352,324,15,15,7,7,7,7,7,"Estadio de Guanajay","default_grass.jpg","default_grass.jpg",0,3000,0,0,0,0,"","",1
350,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0200,1.0200,1.0200,1.0380,0.9500,0.9935,0.9900,1.0000,71,71,74,76,79,81,82,82,81,78,76,72,2,3,2,2,4,7,4,4,6,7,3,2,12,2,325,364,380,400,380,357,325,9,9,9,9,9,9,9,"Estadio Latinoamericano","default_grass.jpg","default_grass.jpg",0,55000,0,0,0,0,"","",1
