player_id,team_id,league_id,position,role,offensive_value,offensive_value_talent,offensive_value_vsl,offensive_value_vsr,pitching_value,pitching_value_talent,pitching_value_vsl,pitching_value_vsr,overall_value,talent_value,career_value,leadoff_value_vsl,leadoff_value_vsr,running_value,stealing_value,season_performance,stats_value_0,stats_value_1,stats_value_2,stats_mod_0,stats_mod_1,stats_mod_2,ratings_value,overall_sp,overall_rp,overall_c,overall_1b,overall_2b,overall_3b,overall_ss,overall_lf,overall_cf,overall_rf,award_bat,award_pit,award_field,oa,pot
27345,210,155,6,0,514,888,530,504,0,0,0,0,481,976,753,331,311,123,7,-1.5223,527,524,449,18,100,57,555,1,1,414,414,414,414,481,414,414,414,4.7397,0.0000,621.7792,20,44
27348,295,162,1,12,137,259,118,137,41,697,85,6,37,227,482,171,175,49,1,0.0000,0,0,0,0,0,0,113,41,267,37,37,37,37,37,37,37,37,0.0000,0.0000,400.0000,20,37
27349,301,163,1,12,113,240,120,106,0,524,0,0,13,488,364,166,164,49,1,-2.2927,0,0,0,0,0,0,93,89,203,13,13,13,13,13,13,13,13,0.0000,-5.5855,400.0000,20,27
27352,44,150,4,0,849,902,884,837,0,0,0,0,952,1077,1015,445,435,98,8,-0.0645,1063,993,662,15,100,100,984,1,1,764,764,952,811,887,764,764,764,28.6462,0.0000,623.1039,38,48
27353,0,0,6,0,320,784,348,312,0,0,0,0,240,835,538,224,215,93,4,0.0000,0,0,0,0,0,0,302,1,1,220,220,240,220,235,220,220,220,0.0000,0.0000,0.0000,20,32
27355,318,165,1,12,161,318,172,154,0,685,0,0,226,567,483,177,173,56,1,0.0000,0,0,0,0,0,0,132,280,226,61,61,61,61,61,61,61,61,0.0000,0.0000,400.0000,20,36
27356,232,157,1,13,126,244,131,125,605,792,844,945,549,717,694,164,165,40,0,-2.1624,0,0,0,0,0,0,605,596,549,26,26,26,26,26,26,26,26,0.0000,-16.7380,400.2198,34,51
27357,276,160,1,12,3,795,3,3,408,854,601,579,409,676,632,129,134,75,1,-0.5164,0,0,0,0,0,0,408,408,409,1,1,1,1,1,1,1,1,0.0000,22.4424,499.7378,20,47
27358,0,0,1,11,2,56,2,2,0,885,0,0,1,885,562,133,135,35,0,0.0000,0,0,0,0,0,0,2,1,239,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,40
27359,332,165,1,12,62,341,41,66,0,630,0,0,1,589,447,148,154,75,0,0.0000,0,0,0,0,0,0,51,264,91,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,38
27363,219,156,1,12,122,483,143,111,413,470,625,579,426,457,455,162,157,77,0,5.7143,0,0,0,0,0,0,413,439,426,22,22,22,22,22,22,22,22,0.0000,62.0281,604.2733,20,24
27366,0,0,1,11,25,191,1,29,0,937,0,9,1,937,601,132,139,52,1,0.0000,0,0,0,0,0,0,21,1,265,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,43
27367,194,153,4,0,677,833,705,665,0,0,0,0,749,1079,919,454,443,116,12,0.1883,768,680,509,22,100,60,834,1,1,575,575,749,575,687,575,575,575,89.9278,0.0000,669.7930,21,49
27368,192,153,3,0,877,969,829,893,0,0,0,0,787,952,870,390,403,104,4,2.0435,962,681,506,17,100,100,821,1,1,735,787,735,735,735,735,735,735,90.4972,0.0000,612.4087,33,42
27369,174,152,7,0,759,821,736,766,0,0,0,0,709,875,792,404,413,116,13,-0.4474,684,675,539,20,100,63,766,1,1,636,636,636,636,636,692,636,709,-20.2014,0.0000,577.7170,27,38
27370,315,164,9,0,131,827,107,134,0,0,0,0,60,822,463,209,216,122,8,0.0000,0,233,284,0,53,100,130,1,1,49,52,49,49,49,49,49,60,0.0000,0.0000,400.0000,20,38
27371,0,0,2,0,516,515,576,495,0,0,0,0,496,643,432,272,259,53,1,0.0000,0,623,495,0,14,50,582,1,1,496,416,416,416,416,416,416,416,0.0000,0.0000,0.0000,20,20
27372,218,156,1,12,42,195,56,35,380,750,566,554,410,622,583,139,136,54,0,1.0810,0,0,0,0,0,0,380,415,410,1,1,1,1,1,1,1,1,0.0000,47.8063,604.9539,20,42
27373,281,161,1,11,138,235,150,131,65,847,44,110,38,183,569,163,160,40,1,0.0000,0,0,0,0,0,0,113,111,290,38,38,38,38,38,38,38,38,0.0000,0.0000,400.0000,20,38
27374,327,164,1,12,55,153,79,53,89,510,44,89,104,529,410,157,151,34,0,0.0000,0,0,0,0,0,0,89,104,290,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,32
27376,241,158,9,0,345,667,374,339,0,0,0,0,265,632,456,205,197,88,2,0.0000,0,359,278,0,86,44,323,1,93,245,245,245,245,245,253,245,265,5.3564,0.0000,609.8151,20,28
27377,0,0,1,11,10,184,33,10,0,891,0,0,1,891,578,142,137,38,1,0.0000,0,0,0,0,0,0,9,1,264,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,40
27378,0,0,1,12,22,193,46,16,0,681,0,0,1,613,464,148,140,40,2,0.0000,0,0,0,0,0,0,18,1,247,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,41
27380,0,0,1,11,0,112,0,0,0,861,0,0,1,861,551,99,93,17,0,0.0000,0,0,0,0,0,0,0,1,240,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,39
27382,335,166,1,12,115,219,125,94,30,659,0,50,15,540,457,163,156,44,1,0.0000,0,0,0,0,0,0,95,61,254,15,15,15,15,15,15,15,15,0.0000,0.0000,400.0000,20,33
27383,758,157,1,11,2,154,2,2,347,943,347,347,367,943,655,119,114,82,1,0.3485,0,0,0,0,0,0,347,367,359,1,1,1,1,1,1,1,1,0.0000,39.3717,581.4449,20,43
27384,248,159,6,0,359,802,378,354,0,0,0,0,301,941,641,321,314,113,9,-1.4121,358,280,271,40,93,100,404,1,1,246,246,246,246,301,246,246,246,21.9468,0.0000,657.5325,20,42
27385,259,159,1,12,48,444,68,31,28,488,28,28,1,415,387,143,134,21,0,-4.1027,0,0,0,0,0,0,40,42,265,1,1,1,1,1,1,1,1,0.0000,-31.0796,701.8663,20,30
27386,0,0,1,11,119,105,119,119,0,944,0,0,19,944,611,155,155,44,1,0.0000,0,0,0,0,0,0,98,1,278,19,19,19,19,19,19,19,19,0.0000,0.0000,0.0000,20,43
27387,242,158,1,13,2,357,2,2,532,693,863,762,467,581,613,119,113,67,0,5.0000,0,0,0,0,0,0,532,532,467,1,1,1,1,1,1,1,1,0.0000,70.0464,395.1661,25,37
27389,299,163,9,0,318,831,348,304,0,0,0,0,247,884,566,227,216,92,4,0.0000,0,267,286,0,87,100,333,1,1,211,211,211,247,211,211,211,228,0.0000,0.0000,400.0000,20,36
27390,0,0,1,11,192,180,192,192,108,1075,218,144,92,1075,710,168,168,32,1,0.0000,0,0,0,0,0,0,158,108,344,92,92,92,92,92,92,92,92,0.0000,0.0000,0.0000,20,49
27391,273,159,1,11,595,948,620,586,322,1081,250,352,538,1081,810,382,373,126,8,1.7690,394,404,0,19,69,0,618,336,390,472,472,472,472,472,472,538,472,8.0343,52.1991,606.3852,20,50
27392,257,159,1,11,77,320,78,77,326,794,327,326,353,794,579,158,157,6,0,-1.9238,0,0,0,0,0,0,326,353,363,1,1,1,1,1,1,1,1,0.0000,35.9502,399.7007,20,35
27394,238,158,1,12,33,228,59,26,233,641,420,328,345,531,493,148,142,39,1,0.0146,0,0,0,0,0,0,233,247,345,1,1,1,1,1,1,1,1,0.0000,10.5794,493.7930,20,32
27395,335,166,1,12,137,228,150,131,116,535,151,163,37,167,413,172,169,44,0,0.0000,0,0,0,0,0,0,116,155,290,37,37,37,37,37,37,37,37,0.0000,0.0000,400.0000,20,24
27397,161,151,1,11,38,250,64,32,957,1004,913,968,896,1004,950,151,144,82,1,0.1259,0,0,0,0,0,0,957,896,568,1,1,1,1,1,1,1,1,0.0000,19.8635,609.1139,41,46
27398,181,152,8,0,687,917,646,699,0,0,0,0,626,912,769,523,556,131,20,0.5194,848,755,559,16,100,100,626,1,1,594,594,594,594,594,626,626,610,26.1136,0.0000,612.6628,29,41
27400,226,156,1,12,36,98,38,36,433,750,673,631,445,625,598,143,142,51,0,1.7868,0,0,0,0,0,0,433,437,445,1,1,1,1,1,1,1,1,0.0000,49.9941,546.4440,22,42
27401,293,162,1,11,131,225,108,133,93,1012,92,93,31,164,658,175,179,59,3,0.0000,0,0,0,0,0,0,108,117,304,31,31,31,31,31,31,31,31,0.0000,0.0000,400.0000,20,46
27404,0,0,1,12,99,166,65,102,0,421,46,0,1,112,382,145,153,45,1,0.0000,0,0,0,0,0,0,81,1,270,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,28
27405,59,150,1,12,41,225,69,21,749,802,1036,1122,628,696,770,146,135,46,1,-2.3456,0,0,0,0,0,0,749,738,628,1,1,1,1,1,1,1,1,0.0000,1.0367,606.9820,42,49
27407,200,154,4,0,568,973,579,561,0,0,0,0,530,999,765,412,406,120,11,0.4119,813,515,0,12,47,0,581,1,1,472,472,530,472,472,472,472,472,20.7164,0.0000,558.3110,20,42
27408,0,0,1,11,422,582,397,428,70,892,72,107,322,613,607,217,222,60,0,0.0000,0,0,0,0,0,0,346,70,302,322,322,322,322,322,322,322,322,0.0000,0.0000,0.0000,20,40
27410,184,152,1,11,176,256,196,165,823,555,813,833,772,572,672,173,168,76,1,1.5673,0,0,0,0,0,0,823,772,529,76,76,76,76,76,76,76,76,0.0000,40.8733,512.0284,34,34
27411,0,0,1,11,1,154,4,1,0,960,0,0,1,960,605,137,124,32,1,0.0000,0,0,0,0,0,0,1,1,250,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,44
27413,159,151,1,11,1,363,1,1,964,950,971,964,935,950,943,119,113,40,0,-1.7705,0,0,0,0,0,0,964,935,530,1,1,1,1,1,1,1,1,0.0000,42.0592,721.4592,42,43
27414,0,0,1,11,128,112,128,128,155,895,258,233,348,895,622,160,160,38,1,0.0000,0,0,0,0,0,0,155,155,348,28,28,28,28,28,28,28,28,0.0000,0.0000,0.0000,20,40
27417,250,159,1,12,91,188,105,84,191,746,203,337,360,681,553,145,142,40,1,-3.4390,0,0,0,0,0,0,191,190,360,1,1,1,1,1,1,1,1,0.0000,-14.0993,604.9347,20,47
27418,288,161,1,12,2,263,2,2,221,514,295,332,343,466,429,132,134,49,1,-2.2934,0,0,0,0,0,0,221,264,343,1,1,1,1,1,1,1,1,0.0000,-25.3980,400.0000,20,25
27419,194,153,2,0,663,788,701,650,0,0,0,0,674,954,814,268,257,78,1,-0.6422,679,582,398,12,58,61,763,1,1,674,547,547,547,547,547,547,547,34.9626,0.0000,629.2822,20,38
27420,312,164,1,11,115,232,126,113,0,848,0,0,15,848,583,162,160,60,2,0.0000,0,0,0,0,0,0,95,318,262,15,15,15,15,15,15,15,15,0.0000,0.0000,400.0000,20,38
27421,281,161,8,0,254,660,276,246,0,0,0,0,200,817,509,397,382,160,33,0.0000,0,0,311,0,0,83,294,1,1,157,157,157,157,157,193,200,157,0.0000,0.0000,400.0000,20,38
27422,651,164,4,0,247,863,256,242,0,0,0,0,174,1024,599,298,284,120,10,0.0000,0,102,0,0,76,0,284,1,1,133,133,174,133,168,133,133,133,0.0000,0.0000,400.0000,20,44
27423,0,0,1,12,132,332,139,131,0,429,0,0,32,467,318,168,169,82,1,0.0000,0,0,0,0,0,0,108,1,168,32,32,32,32,32,32,32,32,0.0000,0.0000,0.0000,20,25
27424,0,0,1,11,39,39,39,39,70,999,127,89,306,999,653,154,154,56,2,0.0000,0,0,0,0,0,0,70,70,306,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,46
27426,338,166,1,12,63,218,45,66,0,331,0,0,1,390,362,145,150,44,1,0.0000,0,0,0,0,0,0,52,334,182,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
27427,335,166,1,11,1,77,1,1,54,928,65,53,54,928,605,91,87,63,1,0.0000,0,0,0,0,0,0,54,54,282,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,42
27429,252,159,3,0,380,829,346,384,0,0,0,0,295,786,541,194,202,43,1,0.0000,0,337,0,0,97,0,350,1,1,275,295,275,275,275,275,275,275,24.7539,0.0000,400.4444,20,33
27430,327,164,7,0,372,792,397,363,0,0,0,0,304,774,560,316,293,117,10,0.0000,0,287,0,0,48,0,378,1,1,267,267,267,267,267,304,294,267,0.0000,0.0000,400.0000,20,35
27431,0,0,1,11,126,124,126,126,0,911,0,0,26,911,588,164,164,37,0,0.0000,0,0,0,0,0,0,104,1,265,26,26,26,26,26,26,26,26,0.0000,0.0000,0.0000,20,41
27432,158,151,4,0,884,977,921,871,0,0,0,0,927,1124,1026,488,472,132,14,-0.5721,660,855,926,17,100,100,977,1,1,774,774,927,777,907,774,774,774,8.3723,0.0000,636.0294,36,52
27433,193,153,1,12,128,348,102,137,662,491,719,660,633,523,578,155,161,92,1,0.9317,0,0,0,0,0,0,662,633,464,28,28,28,28,28,28,28,28,0.0000,9.7602,609.7515,25,31
27434,183,152,9,0,628,639,686,611,0,0,0,0,625,703,515,394,419,125,16,0.0000,0,786,708,0,81,52,667,1,1,548,548,548,548,548,565,625,565,-21.7988,0.0000,600.1157,25,25
27436,0,0,1,11,1,338,1,1,0,952,0,0,1,952,609,88,85,43,0,0.0000,0,0,0,0,0,0,1,1,265,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,43
27437,0,0,1,11,45,292,61,38,0,903,0,0,1,903,579,142,138,36,1,0.0000,0,0,0,0,0,0,37,1,254,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,41
27438,0,0,1,11,1,156,22,1,0,977,0,0,1,977,592,142,136,36,1,0.0000,0,0,0,0,0,0,1,1,207,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,45
27439,0,0,1,11,1,207,8,1,0,944,0,0,1,944,595,130,129,34,1,0.0000,0,0,0,0,0,0,1,1,246,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,43
27440,220,156,2,0,451,758,424,457,0,0,0,0,405,888,647,269,277,117,4,-2.3825,215,365,188,13,66,14,504,1,1,405,337,337,337,337,337,337,337,-46.0751,0.0000,596.4016,20,32
27441,0,0,1,11,129,178,131,129,0,844,0,0,29,844,510,173,174,98,1,0.0000,0,0,0,0,0,0,106,176,122,29,29,29,29,29,29,29,29,0.0000,0.0000,0.0000,20,38
27442,224,156,8,0,550,974,594,541,0,0,0,0,543,1142,843,466,448,177,42,-0.7321,584,587,473,19,100,100,634,1,1,451,451,451,451,451,518,543,451,18.0891,0.0000,610.7180,25,52
27443,188,153,7,0,660,960,588,676,0,0,0,0,617,983,800,340,361,113,10,1.8843,762,598,550,21,100,100,672,1,1,551,551,551,551,551,617,551,585,49.9110,0.0000,627.0886,22,44
27444,191,153,6,0,628,978,654,620,0,0,0,0,601,1068,860,376,366,106,9,-0.8582,639,545,0,24,100,0,679,1,1,518,518,518,518,601,518,518,518,42.2044,0.0000,627.1442,21,48
27445,247,159,1,12,47,180,29,51,188,671,296,260,323,550,497,135,139,37,0,-3.4637,0,0,0,0,0,0,188,196,323,1,1,1,1,1,1,1,1,0.0000,-15.7217,608.4156,20,34
27446,319,165,1,11,8,219,18,5,12,914,11,12,21,914,595,128,126,65,1,0.0000,0,0,0,0,0,0,12,21,276,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,41
27447,745,165,1,11,64,246,81,58,0,938,0,0,1,938,595,151,146,44,1,0.0000,0,0,0,0,0,0,53,1,252,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,43
27449,0,0,1,12,1,179,1,1,0,547,0,0,1,564,324,84,82,76,1,0.0000,0,0,0,0,0,0,1,1,83,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,36
27450,247,159,1,12,156,325,168,153,144,560,132,144,56,246,437,174,173,52,2,0.7795,0,0,0,0,0,0,144,153,314,56,56,56,56,56,56,56,56,0.0000,35.6402,668.1737,20,28
27451,297,162,1,11,0,0,0,0,154,958,143,165,194,958,649,101,100,61,0,0.0000,0,0,0,0,0,0,154,194,340,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,44
27452,263,160,1,12,2,201,2,2,345,566,556,556,450,573,512,112,111,69,1,2.7609,0,0,0,0,0,0,345,351,450,1,1,1,1,1,1,1,1,0.0000,57.0982,607.2781,23,37
27454,302,163,1,12,42,188,67,36,63,706,93,83,303,634,505,142,136,31,0,0.0000,0,0,0,0,0,0,63,63,303,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,43
27455,290,161,2,0,337,689,350,329,0,0,0,0,284,821,553,236,232,99,3,0.0000,0,0,219,0,0,40,378,1,1,284,233,233,233,233,233,233,233,0.0000,0.0000,400.0000,20,25
27457,200,154,6,0,598,848,586,598,0,0,0,0,568,969,769,348,351,108,5,0.8366,690,537,368,23,100,47,643,1,1,491,491,552,491,568,491,491,491,54.3346,0.0000,631.7642,20,41
27458,248,159,4,0,378,823,393,371,0,0,0,0,294,922,608,290,284,109,9,-0.8272,360,271,0,25,62,0,361,1,1,268,268,268,268,268,268,278,294,-32.5218,0.0000,517.2655,20,36
27459,40,150,1,12,2,160,2,2,780,915,1142,1140,644,769,845,116,114,67,1,-0.0051,0,0,0,0,0,0,780,774,644,1,1,1,1,1,1,1,1,0.0000,11.9048,605.1265,44,58
27461,274,160,1,11,39,237,72,30,105,764,106,105,165,764,534,152,143,48,2,-0.5073,0,0,0,0,0,0,105,165,303,1,1,1,1,1,1,1,1,0.0000,14.2107,639.2938,20,33
27463,0,0,1,11,2,2,2,2,0,857,0,0,1,857,501,123,123,33,0,0.0000,0,0,0,0,0,0,2,1,145,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,38
27464,0,0,1,11,70,70,70,70,0,912,0,0,1,912,567,151,151,27,0,0.5700,0,0,0,0,0,0,58,1,222,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,41
27465,0,0,1,11,1,268,1,1,0,925,0,0,1,925,556,113,112,39,1,0.0000,0,0,0,0,0,0,1,1,186,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,42
27466,0,0,7,0,427,714,440,419,0,0,0,0,357,763,560,434,426,149,17,0.0000,0,262,245,0,68,53,447,1,1,308,308,308,308,308,357,349,308,0.0000,0.0000,0.0000,20,31
27467,270,160,1,12,102,187,113,95,176,675,134,332,324,560,500,156,153,38,1,-5.5153,0,0,0,0,0,0,176,188,324,2,2,2,2,2,2,2,2,0.0000,7.6774,611.9868,20,32
27468,0,0,1,13,61,236,42,63,0,527,0,0,1,537,398,141,146,37,1,0.0000,0,0,0,0,0,0,50,1,258,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,33
27469,245,157,1,12,119,304,154,95,295,883,388,387,384,883,634,161,149,79,1,0.6545,0,0,0,0,0,0,295,295,384,19,19,19,19,19,19,19,19,0.0000,16.6923,400.1963,20,44
27470,0,0,1,11,3,254,31,2,0,798,0,0,1,798,516,144,138,81,1,0.0000,0,0,0,0,0,0,3,1,234,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,35
27472,309,164,1,11,14,199,42,8,0,900,0,46,1,900,605,140,133,42,1,0.0000,0,0,0,0,0,0,12,310,267,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,41
27476,0,0,1,12,1,1,1,1,0,468,0,0,1,455,344,119,119,27,0,0.0000,0,0,0,0,0,0,1,1,219,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,24
27477,0,0,1,11,69,314,37,73,0,926,0,0,1,926,601,147,155,36,1,0.0000,0,0,0,0,0,0,57,1,275,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,42
27481,195,153,4,0,528,723,488,539,0,0,0,0,488,840,665,367,383,124,8,0.0000,0,497,451,0,39,100,570,1,1,421,421,488,421,490,421,421,421,-17.8932,0.0000,614.0174,20,29
27482,272,160,4,0,408,860,386,414,0,0,0,0,351,940,646,267,275,110,8,-1.6000,298,341,0,18,55,0,438,1,1,299,299,351,299,299,299,299,299,-12.4395,0.0000,617.1704,20,37
27483,316,164,9,0,372,800,396,363,0,0,0,0,294,799,565,310,301,125,12,0.0000,0,233,0,0,92,0,382,1,1,255,255,255,255,255,294,256,280,0.0000,0.0000,400.0000,20,36
27485,202,154,1,13,2,212,2,2,695,856,1017,1017,564,720,765,128,126,68,1,-2.3026,0,0,0,0,0,0,695,674,564,1,1,1,1,1,1,1,1,0.0000,15.9212,608.5773,36,51
27486,0,0,1,11,2,289,2,2,2,896,0,0,1,896,584,130,126,36,0,-1.7262,0,0,0,0,0,0,2,2,272,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,41
27487,0,0,1,11,23,161,8,23,0,863,0,0,1,863,562,139,142,40,0,0.0000,0,0,0,0,0,0,19,1,260,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,39
27490,742,177,4,0,24,744,49,14,0,0,0,0,1,825,413,175,165,114,4,0.0000,0,244,258,0,91,100,25,1,1,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,28
27492,317,164,1,11,5,88,4,5,0,931,0,9,1,1,601,154,164,146,24,0.0000,0,0,0,0,0,0,5,205,270,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,42
27494,205,154,1,13,2,97,2,2,724,1021,1197,1003,643,938,858,103,105,64,1,0.1645,0,0,0,0,0,0,724,695,643,1,1,1,1,1,1,1,1,0.0000,-13.1613,500.2026,44,80
27495,277,161,1,11,34,163,44,31,54,1010,10,55,61,1010,649,143,141,38,1,0.0000,0,0,0,0,0,0,54,61,287,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,41
27499,169,151,5,0,1066,1257,1155,1035,0,0,0,0,1109,1349,1229,652,603,143,19,0.0000,0,1024,793,0,46,100,1137,1,1,945,945,1031,1109,945,945,983,945,0.0000,0.0000,400.0000,49,60
27500,291,162,5,0,433,882,455,422,0,0,0,0,360,928,644,232,226,76,2,0.0000,0,241,0,0,88,0,451,1,1,312,334,312,360,312,312,312,312,0.0000,0.0000,400.0000,20,42
27501,272,160,6,0,430,737,449,422,0,0,0,0,399,855,627,343,334,109,8,3.7975,630,340,230,28,15,47,476,1,1,337,337,399,352,385,337,337,337,134.4599,0.0000,599.1732,20,35
27504,251,159,3,0,418,912,393,425,0,0,0,0,339,872,608,229,235,64,2,-0.9892,398,386,0,19,28,0,387,1,50,316,339,316,316,316,316,316,316,-4.6282,0.0000,400.0000,20,38
27505,0,0,1,11,310,904,282,319,0,992,0,0,231,992,612,292,303,111,9,0.0000,0,0,0,0,0,0,296,1,92,210,210,210,210,210,229,230,231,0.0000,0.0000,0.0000,20,45
27507,267,159,1,12,60,86,59,58,199,271,204,321,335,364,350,161,161,88,1,0.0000,0,0,0,0,0,0,199,258,335,1,1,1,1,1,1,1,1,0.0000,-4.9980,399.9648,20,20
27508,172,152,6,0,730,945,701,743,0,0,0,0,711,1051,881,492,508,129,16,-0.4911,745,742,533,24,100,100,779,1,1,620,620,668,624,711,620,620,620,34.4825,0.0000,647.3803,28,46
27510,0,0,1,12,92,271,73,92,0,542,0,0,1,239,425,158,162,69,1,0.0000,0,0,0,0,0,0,76,303,244,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,34
27511,290,161,1,11,162,221,175,155,43,904,31,43,62,160,596,180,174,48,2,0.0000,0,0,0,0,0,0,133,91,287,62,62,62,62,62,62,62,62,0.0000,0.0000,400.0000,20,41
27512,54,150,4,0,850,865,816,860,0,0,0,0,955,1031,846,663,680,187,38,-0.7109,961,887,1089,24,100,100,978,1,1,774,774,955,774,774,774,783,774,40.0001,0.0000,672.7348,39,39
27513,0,0,1,11,1,226,1,1,0,923,0,0,1,923,550,100,106,38,1,0.0000,0,0,0,0,0,0,1,1,176,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,42
27516,245,157,1,11,168,208,183,158,525,945,460,540,529,945,737,190,185,98,2,0.2865,0,0,0,0,0,0,525,529,427,68,68,68,68,68,68,68,68,0.0000,5.7364,570.4818,20,43
27517,0,0,1,11,53,229,78,48,67,1006,101,101,311,1006,659,140,133,43,1,0.0000,0,0,0,0,0,0,67,67,311,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,46
27519,320,165,1,12,18,325,32,15,0,568,0,0,1,569,409,137,133,48,1,0.0000,0,0,0,0,0,0,15,209,248,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,36
27521,0,0,2,0,113,481,147,103,0,0,0,0,43,592,318,170,164,54,2,0.0000,0,247,0,0,70,0,126,1,3,43,26,26,26,26,26,26,26,0.0000,0.0000,0.0000,20,20
27523,796,164,2,0,307,782,320,302,0,0,0,0,249,930,590,200,198,56,2,0.0000,0,205,0,0,54,0,349,1,1,249,200,200,200,200,200,200,200,0.0000,0.0000,400.0000,20,36
27524,243,158,3,0,454,896,422,461,0,0,0,0,357,865,611,219,226,66,2,0.0000,0,261,0,0,100,0,428,1,1,329,357,329,329,329,329,329,329,-28.2952,0.0000,611.1014,20,38
27526,0,0,5,0,368,948,390,360,0,0,0,0,295,973,635,235,229,103,5,0.0000,0,0,0,0,0,0,356,1,1,268,268,268,295,275,268,268,268,0.0000,0.0000,0.0000,20,44
27528,57,150,7,0,1117,1119,1243,1071,0,0,0,0,1213,1188,1031,644,585,122,13,-1.2015,848,1270,1353,14,100,100,1186,1,1,1044,1044,1044,1044,1044,1213,1192,1045,-11.3977,0.0000,610.5146,59,59
27531,332,165,9,0,247,818,273,245,0,0,0,0,166,837,502,229,221,105,6,0.0000,0,251,0,0,39,0,241,1,1,147,147,147,147,147,164,147,166,0.0000,0.0000,400.0000,20,37
27532,298,162,7,0,364,842,381,356,0,0,0,0,292,866,589,419,397,127,19,0.0000,0,306,0,0,100,0,370,1,1,256,256,256,256,256,277,292,256,0.0000,0.0000,400.0000,20,39
27533,0,0,1,11,289,989,268,291,0,979,0,0,217,1065,657,290,298,135,14,0.0000,0,0,0,0,0,0,293,1,240,189,189,189,189,189,209,217,211,0.0000,0.0000,0.0000,20,45
27534,266,160,9,0,472,878,436,479,0,0,0,0,377,868,634,287,298,109,5,0.0500,452,294,269,29,100,87,463,1,1,339,339,339,339,339,352,339,377,11.9972,0.0000,581.2501,20,40
27535,205,154,1,12,178,334,191,171,418,536,553,556,428,533,486,185,181,48,1,-3.5241,0,0,0,0,0,0,418,436,428,78,78,78,78,78,78,78,78,0.0000,-1.7653,396.4350,20,32
27537,293,162,1,12,4,75,4,4,111,671,54,238,298,549,485,139,135,92,1,0.0000,0,0,0,0,0,0,111,111,298,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,34
27538,252,159,1,12,71,164,82,65,170,677,149,333,322,553,500,150,146,25,0,-0.1379,0,0,0,0,0,0,170,189,322,1,1,1,1,1,1,1,1,0.0000,16.8648,399.9472,20,35
27540,273,159,1,12,77,103,58,82,308,697,458,447,373,579,535,155,160,98,2,4.3405,0,0,0,0,0,0,308,341,373,1,1,1,1,1,1,1,1,0.0000,49.8086,494.7131,20,37
27541,220,156,1,11,103,213,89,105,399,987,387,399,407,987,697,161,164,44,1,-0.0397,0,0,0,0,0,0,399,407,395,3,3,3,3,3,3,3,3,0.0000,23.2116,608.6321,20,45
27544,193,153,5,0,629,824,663,615,0,0,0,0,591,891,752,241,234,41,1,0.0000,0,486,535,0,60,76,668,1,1,591,514,514,591,514,514,514,514,-16.1447,0.0000,523.8810,26,40
27546,0,0,7,0,347,957,315,353,0,0,0,0,263,935,599,198,204,77,3,0.0000,0,0,0,0,0,0,315,1,1,247,263,247,247,247,260,247,259,0.0000,0.0000,0.0000,20,42
